%	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29
-0.002298911	0.001380916	0.004203829	0.006558484	-0.003930302	0.003769726	-0.00177385	0.001947864	0.006332602	0.004732323	0.007745606	0.00267533	-0.005494928	0.008848136	0.011078684	-0.001306695	0.005997457	0.00717768	0.002542782	0.003080103	0.003775675	0.013619264	0.004114937	0.004131264	-0.00096502	0.004874385	-0.00198966	0.004081744	0.005804037
-0.00833901	-0.003460535	-0.007029165	0.003113228	-0.005809031	0.001847768	-0.00726911	0.002115043	-0.004254652	-0.003522834	0.003519533	-0.000845387	-0.007756687	0.004030012	-0.001736298	-0.003943765	-0.002217985	0.001908298	-0.001316612	-0.004473315	-0.004958486	0.006172313	0.000350274	-0.00309474	0.016263786	-0.00290894	0.005478984	-0.002199379	-0.001575271
0.007377674	-0.000347571	-0.010761869	0.000878039	-0.01391737	-0.001247616	-0.005354844	-0.011581756	-0.004035153	-0.004040396	-0.000120921	0.001733532	0.001644547	-0.00040951	-0.003712882	0.006206198	-0.00240131	-0.000794115	-0.003119346	0.007226866	-0.000561308	0	-0.003824482	-0.001036524	-0.007217963	-0.004446352	0.001272468	0.00833107	-0.002532301
0.008577517	0.00852179	0.00607992	0.004312701	0.013609493	0.003484311	0.003644454	0.006274762	0.011994658	0.011967636	0.004570322	0.008565363	0.009203223	0.004077908	0.007178579	0.001299866	0.000515685	0.002694057	0.01326622	0.004852513	0.00199275	0.008331482	0.006442563	-0.003333536	0.001670819	0.004400742	0.00195906	0.003192774	0.005363657
0.001130994	-0.004024928	-0.005146955	-0.015656172	-0.01091643	0.000495485	-0.005070047	-0.00429296	0.00063557	-0.005254384	-0.004328562	-0.004591102	-0.01084777	-0.001789572	-0.002488164	-0.001734045	0.002910731	-0.001952854	0.001469702	-0.008374034	-0.001805586	-0.00761104	-0.002836973	-0.005366251	-0.003201936	0.002999826	-0.008007227	-0.001433837	-0.003779248
-0.010479233	-0.006326256	-0.004161897	-0.012791656	-0.011522112	-0.004830223	0.010977534	-0.008898574	-0.005496663	-0.011982801	-0.013499906	-0.006287202	-0.003446267	-0.000979233	-0.009986742	-0.00524412	-0.010186674	-0.011253158	0.004923827	-0.008381932	-0.006157619	-0.004219444	-0.0024591	-0.004897704	-0.000292263	-0.00240733	-0.003764293	-0.009355636	-0.004025171
0.003074714	0.010351183	0.007873856	-0.013067484	-0.013505899	0.002894617	0.002578013	0.014080594	0.00345951	0.00483286	0.009371821	0.002800643	-0.006835026	0.005923204	-0.000777805	0.001755093	0.011039065	-0.002613638	0.003431718	0.00312332	-0.00063327	0.010295245	0.010356368	0.011204107	0.010755952	-0.00036453	0.003881381	0.009754393	0.006967447
-0.002303992	0.007520751	-0.00568388	0.004863098	-0.004202625	-0.004801649	-0.000296666	-0.008067686	-0.005135047	0.000654889	-0.001588774	0.005372607	-0.005233364	-0.00380431	-0.001783096	-0.003076046	0.004068347	-0.002354794	-0.006160313	-0.004064711	0.007102727	-0.000947452	0.00034386	0.005289402	-0.000213944	0.001229086	-0.002701443	-0.005051403	-0.007180342
-0.004644981	0.005825067	0.008141015	-0.003572154	0.008199244	-0.000805438	-0.00099046	-0.003634317	0	0.001132763	-0.002209527	0.000699684	-0.002855336	0.000893369	0.001337996	0.003251161	0.004197746	-0.006026952	0.004267178	-0.003944568	0.003662854	0.009150784	0.002570305	0.007663318	-0.006178654	0.002989813	0.007475862	0.006722221	-0.001066043
-0.001169049	-0.000248031	0.005679751	-0.002529373	0.003467098	-0.001716606	-0.001788443	-0.00996715	-0.005458027	0.005791851	-0.002963664	0.002657309	0.015200442	0.002507817	0.001333918	0.001921668	0.002665404	0.004982404	0.00386762	-0.001747013	-0.001238137	0.003468804	0.001449758	0.002625345	0.000506207	-0.000270935	-0.003138188	0.002533715	-0.002998815
-0.009267932	-0.002072588	0.004610633	-0.006474492	-0.04011191	-0.003555628	0.001391658	-0.001309104	-0.000392469	-0.006052989	0.005050701	0.00082439	-0.018965327	0.005132038	-0.00233704	-0.000697812	0.004296716	0.003016874	0.003922213	-0.004478947	0.003949838	0.006401951	0.004994382	-0.009156207	-0.000144575	-0.009176074	-0.006345356	0.002989733	-0.000645328
0.012378431	-0.001498473	0.007903662	0.002396577	-0.004714736	-0.000612479	0.004050067	0.000187228	0.004427623	-0.003980186	0.000489637	-0.00580378	-0.001449098	0.000159409	0.000446129	0.005465081	0.004742866	-0.00246679	-0.001778409	-0.000804728	0.000245655	0.001472783	-0.002151521	0.000308336	-0.006923205	0.001703768	0.002361017	0.00669116	0.000322798
0.005581471	0.00809633	-9.79394e-005	0.012231294	0.016457939	0.001987388	0.00274441	0.002798908	-0.004427623	0.010848164	0.010037077	0.001054772	0.013715689	-0.002798028	0.00849962	0.005226856	0.0074185	0.004430206	0.000178138	0.001928797	0.00202151	0.00505975	-0.001397879	0.005208509	0.003657541	-0.000828018	0.003050091	0.010149151	0.001395906
-0.000765627	0.00040899	-0.003835932	-0.004616361	-0.001230541	0.001826478	0	0.00774228	-0.003812517	0.002265434	-0.001916934	4.38694e-005	-0.004381843	-0.000320939	-0.002411554	0.011846277	-0.004016076	-0.002291505	-0.005287046	-0.002896382	0.003712186	-0.008580021	0.000805397	0.00384067	-0.0005102	0.002525116	-0.002344305	-0.001965494	0.005040653
0.005898457	-0.002131233	-0.001881126	-0.006251395	0.001932154	0.003830856	0.001365713	0.005627287	-0.005180512	0.001319585	-0.001443238	0.002887156	-0.000426402	0.002560801	-0.000329871	-0.001910479	-0.002103117	0.010057578	0.002068751	0.001933066	0.003440339	-0.000570461	-0.000847838	-0.00151201	0.003269488	0.003328977	0.007573401	0.001588186	0.003821734
0.015226903	0.007010094	0.008775944	0.013405229	-0.0095687	0.005138445	0.003519696	0.059252599	0.007682177	0.020383004	0.009296483	0.001523299	0.006352541	0.001751838	0.008604494	-0.003091056	0.004356681	0.000801041	0.001969571	0.002084483	0.00573334	0.003199255	0.00359184	-0.000808535	-0.004364799	0.000499418	0.006875453	-0.003486495	0.00868512
-0.001279101	-0.002920746	-0.001173003	-0.00148758	-0.003417529	-0.000744551	0.001749224	0.006249024	-0.002897975	0.001255384	-0.003076785	-0.00287698	-0.003517712	0.001513883	0.000969531	-0.002185345	-0.005981422	-0.002246621	-0.002777904	-0.003211051	-0.00501247	-0.004807755	-0.003422138	0.004228197	-0.001464736	-0.002685458	-0.006760031	-0.000685435	-0.000103604
-0.013569984	0.002435402	0.000782358	-0.007066402	0.000180539	-0.000852501	-0.003114625	-0.017083002	-0.001854256	-0.006313433	-0.00477646	0.001789453	-0.008560632	-0.002953034	-0.002157466	-0.003383688	-0.000814679	-0.007028465	0.00509416	-0.005840436	-0.000240175	-0.004047479	-0.001444523	-0.001304316	0.003434305	-0.002243017	0.000461638	-0.005059789	0
0.003010769	0.000242684	0.001463065	0.011623207	0.003416135	0.003997231	0.004856847	-0.000322722	0.004358158	0.004368086	0.00155813	-0.001483413	0.009548451	0.001439129	0.005373678	0	0.005992599	0.003474374	-0.000177745	0.006484543	0.004064474	0.004277635	0.00452989	-0.000502738	0.005999349	0.004110934	0.017521061	0.009156236	0.003303418
0.001871186	-0.002271206	-9.73682e-005	-0.003344293	-0.002874948	-0.003495532	0.001831471	-0.003078447	-0.003960153	-8.12314e-005	-0.004933175	-0.004171946	-0.002970263	-0.004170544	-0.001926877	0.000848403	0.000803502	-0.001632476	0.001951114	-0.003554508	-0.003344402	-0.003929244	-0.000716578	-0.00090632	-0.001438061	0.009834872	-0.012247091	-0.002422852	-0.004444793
-0.015006741	0	-0.000682318	-0.002096469	-0.0074551	-0.000200601	0.002780547	0.004689936	-0.001993721	-0.004615219	-0.004011684	-0.002744485	-0.010195519	-0.002586535	0.003632504	-0.002038948	0.003199248	-0.003063848	-0.001951114	-0.00505855	-0.00023991	-0.001511811	-0.002199154	0	0.005368357	-0.000535628	-0.008748407	0.008868064	0.001555698
-0.001354929	-0.001956277	-0.001759461	-0.009561301	-0.009080938	0.000150448	-0.001531894	-0.007299298	0.001330184	0.003068653	0.001706461	-0.002181409	0.001595351	-0.002194448	-0.002667997	-0.000511249	-0.001436736	0.003281831	-0.004916415	0.001801724	-0.004461762	-0.000116504	0.000296683	-0.000201681	-7.11291e-005	-0.002777902	-0.001981141	0.007741639	0.000827393
-0.004090634	-0.000817708	-0.007110043	0.00225551	-0.008319355	0.008589331	0.002391203	0.003259309	0.009458642	0.000611141	-0.003910381	-0.006067225	-0.014723251	-0.002041823	-0.002792194	-0.005145714	0.009646124	0.004013776	0.002062725	0.000653336	0.005659823	-0.002571183	0.004510118	-0.004053187	0.001207832	-0.012864191	-0.001990243	0.004507277	0.005646303
0.003314402	0.000981022	-0.004000878	-0.00293446	0.005689502	-0.000787282	-0.003543699	-0.013019083	-0.00182312	-0.009674708	0.007424023	0.003740258	0.002984852	0.00915363	-0.001186754	-0.004858335	-0.002195032	-0.005214201	-0.000358039	0.004384369	0.00981834	0.001404324	-0.007571544	-0.004194136	0.005008563	-0.009218254	0.012491784	-0.000723818	-0.002762633
0.008653481	0.00325439	0.005987599	0.002709423	0.009872889	-0.001677785	0.001056578	0.005650985	-0.004064329	0.006200178	0.005038808	-0.001123197	0.006202204	-0.000962953	0.001617461	-0.001135614	0.004845544	-0.005001122	-0.005496907	-0.002917981	0.000642807	0.000933737	0.003865725	0.001231742	-0.000280617	0.002217118	-0.000798839	-0.000507391	0.003476017
0.004357117	-0.001542746	-0.013897009	0.004311335	-0.004256916	0.001332898	-0.002115733	0.007043324	-0.001327332	0.001924657	0.005098951	0.001123197	-0.001763042	-0.000723627	0.002254445	0.001571624	0.005560013	-0.00216109	-0.002273085	-0.003265397	-0.002753346	-0.001401303	0.001604117	0.000102516	0.00070125	-0.01153866	0.003639971	-0.003495343	-0.003476017
0.016278688	0.000243977	0.00941404	-0.012433474	-0.003548323	0.00118134	0.00038548	-0.003261737	-0.001998564	-0.001719485	-0.006293363	-0.001303179	-0.004439163	-0.0004831	0.004897691	0.001131518	0	-0.000889737	0.003992737	0.000491376	-0.003836774	-0.005650966	-0.002366037	0.003673567	0.000140121	0.010643725	-0.00011327	0.001168246	-0.001439462
0.001811858	0.001865864	0.003987143	0.006204711	0.006883384	0.009336882	0.005170245	0.005530323	0.003590868	0.006029115	0.006293363	0.002423479	0.007227351	-0.001210078	0.005366264	-0.002965654	0.001684814	0.00421004	0.00332931	0.002774021	0.001656901	0.002952388	0.005682077	-0.001934981	-0.002529065	0.000424121	0.004172185	0.006441604	0.00358968
-0.003813532	-0.001947219	-0.004387841	0.004218393	-0.009327996	-0.004789249	-0.007488071	-0.001781535	-0.003991678	-0.003860407	0.002234071	-0.000985714	-0.001318494	-0.007249947	0.001461565	-0.00298607	0.000152839	-0.002598757	-0.00632042	-0.00507189	0.001944758	-0.002952388	-0.007337498	-0.000817284	-0.002543864	-0.009043144	0.008446176	-0.006514543	-0.004930538
0.002001674	0.000650081	-0.002714661	-0.001513892	-0.006268087	0.002667232	0.002125113	-0.001788893	0.004785606	0.000448759	0.0002345	8.96835e-005	-0.008295087	0.002865582	0.004458591	-0.001235545	0.007123464	0.003534904	-0.002481949	-0.000329245	-0.000176447	0.003657943	0.001443522	0.005386184	0.007308684	0.001056767	-0.00509252	0.005867471	-0.001448681
0.021949553	-0.001056817	-0.004358709	-0.002365497	0.009274902	-0.002424065	-0.004942326	0.002437607	0.000660567	0.008119375	0.000585696	-0.002022786	0.009028073	-0.001553266	0.005127511	-0.002748392	-0.000752283	-0.00033016	0.006133028	0	0.005203999	0.004791141	-0.001528607	-0.002837205	0.001252583	-0.0014417	0.00277505	0.004936428	-0.001557558
0.026450691	-0.004828754	0.000915915	-0.003003532	-0.005654973	0.004305476	0.000778959	-0.005216753	-0.001719466	0.002115911	0.004077937	0.00027024	-0.010376125	0.000818208	0.004159834	0.011150956	0.014949088	-0.001267993	0.002898921	-0.000329518	0.000638907	-0.002330553	-0.001448632	-0.004907327	0.004630848	-0.001543125	-0.002997875	-0.005800692	0.007630265
-0.012188005	0.003034456	-0.003060601	0.00294705	-0.010173989	0.002304455	-0.002830588	-0.003954228	-0.012639817	-0.006823639	-0.002675449	-0.008457006	-0.01916879	-0.000245319	-0.0007074	-0.00208543	-0.00792853	-0.00550067	-0.003899923	-0.008656211	-0.001977813	0.003954519	0.003019635	-0.001545001	-0.00497843	0.002696875	0.003550692	0.001583161	0.000714879
0.017995988	0.000326769	-0.007642931	-0.002776502	-0.004686673	-0.003316513	-0.00960402	-0.000165533	-0.003699653	-0.006480589	-0.002109326	-0.000275555	0.004367913	-0.003531201	-0.004779743	0.002778371	-0.004917441	0.001005318	-0.003567682	-0.001853476	0.012470892	-0.002438222	8.47422e-005	-0.005294417	-0.007293341	-0.008288216	-0.001106473	-0.001294894	0.00223914
0.009196704	-0.008160953	-0.005874629	-0.016746918	0.001763401	-0.00622027	-0.014557583	-0.013110476	-0.006376594	-0.009171336	-0.006748078	-0.006806617	-0.01052601	-0.007485143	-0.004522906	-0.002430082	-0.001050286	-0.01044502	-0.010505741	-0.00595046	-5.66771e-005	-0.010965544	0.012694454	-0.008011514	0.00148258	-0.008150213	-0.01042759	-0.011091465	-0.003567733
-0.00839627	-0.005527194	-0.010367526	-0.00213211	0.00253465	-0.008900816	-0.004160983	-0.008617282	-0.009601173	-0.002355069	-0.003714503	-0.008720587	-0.003673034	-0.005572275	-0.007504162	-0.013052467	-0.003166183	-0.003730339	-0.011055698	-0.004819825	-0.010740915	-0.013707372	-0.006551452	-0.007728631	-0.007177386	-0.007392216	-0.007901631	-0.006403202	-0.011197539
0.006509366	0.004944292	0.001619479	0.010441402	0.015092448	0.007528151	0.007769361	0.019569893	0.00256223	0.008104625	0	0.009839209	0.009674305	-0.003412291	0.002202143	0.002426994	0.004665836	0.004985697	0.001541748	0.004990943	0.000697345	0.000615763	0.00070969	0.005702468	0.008584706	0.008636975	0.003797034	0.00432879	0.007083876
-0.017853464	-0.009860223	-0.005640274	-0.005541395	-0.006621889	-0.003896343	-0.013450633	-0.013005156	-0.004278834	-0.008822073	-0.008260966	-0.006944373	-0.00935367	-0.001200647	-0.006215611	-0.006684387	-0.008465448	-0.007761096	-0.002895328	-0.003780975	-0.002328668	-0.004204494	-0.006725591	-0.012029889	0.002102443	0.002725972	-0.007045008	-0.00432879	-0.002590947
-0.010469484	-0.002564832	-0.004058339	0.00796891	0.006434112	9.90537e-005	0.003480724	0.001198493	0.002857242	0.00101253	0.005484372	0.002969616	0.000960465	0.004357956	0.004223685	0.004077085	0.003193903	0.022273466	0.0025104	0.000345098	0.004124783	0.00580136	0.002281549	0.008595875	0.005488244	0.000691164	-0.000582573	0.000524741	0.003004088
0.006179236	0.002990798	0.004276635	0.010646556	0.00708002	0.0060989	0.004182019	0.006786028	0.003686491	0.003984977	0.007682564	0.004393473	0.009958817	-0.00170379	0.009869539	0.006444725	0.000605708	0.004113447	-0.006987693	-0.000863246	0.005972162	-0.006423097	0.004860949	0.003647755	0.002958374	0.003732933	0.001048046	0.003812577	0.001751408
-0.008709518	0.004742746	-0.000873813	-0.000112519	-0.006141834	0.004035023	-0.003866988	-0.001180048	-0.000565135	-0.001296362	0.005791489	-0.002518472	-0.009319647	0.000852712	-0.002678916	0.001419263	-0.010413771	0.001743278	0.001757492	-0.004167595	0.003804405	-0.002495969	0.000874204	-0.000641523	0.005044458	-0.00477008	0.000348772	0.004369276	0.002256059
0.003202576	-0.004062087	-0.003182477	-0.005092735	-0.012743524	-0.007565886	0.001885517	-0.005776988	-0.008277974	-0.004377469	-0.003655022	-0.005791602	-0.011486977	-0.007995752	-0.007190623	-0.002308692	0.001238184	-0.000652883	-0.007866084	-0.004560471	0.000282579	-0.009489699	-0.001666684	-0.004517231	-0.004154015	-0.012185011	0.001160584	-0.002512516	-0.009931886
0	-0.00746065	-0.008340311	-0.004577602	-0.002904977	-0.004454326	-0.007910853	-0.008463448	-0.01064822	-0.005791815	-0.007403592	-0.002853484	-0.004283657	-0.004798873	-0.005605266	-0.004744462	0.003846751	-0.000272353	-0.001889299	-0.00229832	-0.001641523	-0.003209879	-0.000250546	-0.0056586	-0.003572762	-0.005372799	-0.010321249	-0.003721482	-0.005900272
-0.009679722	0	0.004801353	0.002008631	0.000194268	0.000844877	-0.00106571	0.003474405	-0.003112148	0.00038566	0.00180278	0.001429086	-0.001160555	0.00131406	0.001911783	-0.001081448	-0.00913359	-0.000599748	0.003671635	-0.006248962	-0.001590828	0.0056336	-0.002555554	-0.001536196	0.005143698	0.000154428	-0.006336666	0.000821469	-0.001913664
0.00359154	-0.00155968	-0.000889275	0.00273969	0.005979712	-0.007967108	0.004775412	-0.005747622	-0.00029756	-0.009308373	-0.002646645	0.002134814	0.006099535	0	-0.002550893	0.003236325	-0.000939689	-0.000928494	-0.009389468	0.004650656	0.001704236	0.000508553	-0.001430968	-0.003420938	-0.011817796	-0.001701786	-0.000240972	0.002751787	-0.007089808
0.022727474	-0.000694956	0.007610709	0.004640674	0.017092285	-0.00611117	0.008465625	0.004881628	0.007671161	0.011274281	0.013776958	0.002924249	0.020151301	0.004784455	0.00802705	0.002411496	0.011602503	0.008607658	0.006812613	0.013660397	-0.000680892	0.001648687	0.006360966	0.00681517	0.002096692	0.009455445	0.004197356	0.009097029	0.001621542
0.002738943	0.000694956	-0.004064527	0.001629406	-0.003327941	0.00337177	-0.002283004	0.000865994	0.005810044	0.008027076	-0.002579525	0.001782577	-0.006455135	-0.000606007	-0.002624148	0.000178089	-0.008945313	-0.005610801	0.003070645	-0.002767311	-0.001308035	-0.000253239	-0.002458016	-0.000873372	-0.001536586	0.002017644	-0.004438388	-0.002986857	0.005255148
0.013753015	0.007145874	0.006354588	0.011292526	0.00827253	0.000203515	0.006403488	0.001726824	0.005448446	0.00196297	0.004329517	-0.000421516	0.004889523	0.003795239	0.008445329	0.005485182	0.009250486	0.004429953	0.005589959	0.004831265	0.001988927	0.009148653	0.003868188	0.005361048	0.008178785	-0.002270519	0.003123545	0.005231664	0.0037151
0.000155698	0.008874618	0.004328932	0.002832109	0.001454307	0.008562299	0.001228552	-0.000344737	0.002981945	0.000166653	0.001278892	-0.001690231	-0.004097138	-0.001290131	-0.000826856	0.00723622	0.00288873	0.004704357	-0.00460406	-0.001891589	0.001245537	0.001485589	0.004531262	0.00281802	0.002875647	-0.000506167	0.000358982	-0.000939961	0.004834881
-0.013908713	0.000335153	0.007896457	-0.005078247	-0.006583111	0.003477141	-0.002666291	-0.003289528	-0.002412363	0.000374721	-0.000580833	-0.002263938	-0.003656897	0.002576441	-0.000310456	0.000604786	-0.001365962	0.001009076	0.000885405	-0.004678265	0.005895887	-0.00111373	-0.004531262	-0.002057541	0.005425375	0.002776687	0.002742259	-0.002249682	0.000417897
0.001122727	0.002921768	-0.003183985	-0.000384656	0.003121133	0.000889635	0.006331248	0.006211717	0.001420662	0.006813415	-0.003267132	0.002499098	0.002864512	-0.001715919	0.003197505	0.00241088	0.005137854	-0.00437177	0.005857086	0.002605255	-0.008333687	0.006639979	0.004531262	0.008172183	0.003557325	0.00140677	0.004257836	-0.009860725	-0.000731567
0.006203158	0.00190937	0.01125096	0.01192893	0.012442753	0.00034549	0.008731344	0.010159467	0.006196256	-0.000204915	-0.004710418	0.008519933	0.011581898	0.005636943	-0.004059349	0.002994822	0.000450455	0.003894062	0.002610137	0.013133007	0.00141899	0.004974499	0.000532382	0.016493525	0.001001543	0.005780036	0.003983312	0.001856759	0.004060305
0.012760764	0.00132333	0.007205823	0.006423917	0.006703285	0.005051979	0.002674393	0.009108418	0.007210674	-0.001025975	0.006580357	-9.22029e-005	0.006590768	0.002875579	0.002294557	-0.002994822	0.006257523	0.005120903	0.002211129	0.001676832	0.00808433	0.001565487	0.000981171	0.000103055	0.012360388	0.007313285	0.004755292	0.000296347	0.003509059
-0.007580047	-0.001571915	-0.001841541	0.002627004	-0.002809845	-4.87344e-005	0.001773849	0.001472475	-0.000825907	-0.000493309	-0.003512816	-0.002219106	-0.004280277	-0.000337334	-0.002608381	0.002482887	-0.005208324	0.000419667	-0.001344568	-0.002517682	-0.003854968	-0.003984958	0.002646289	-0.007694175	0.001165198	0.002523551	0.004117642	0.002805255	-0.000617202
-0.00819164	-0.000165825	-0.006195491	-0.00426379	-0.007284306	0.003400518	-0.005542592	-0.009577928	-0.001656583	-0.001359561	-0.005322993	-0.002883195	-0.01010213	-0.000844422	-0.001362588	0.001789163	-0.001649901	-0.000419667	-0.002992163	-0.003549398	-0.003606472	-0.001579944	-0.002238119	0.003135707	-0.002073618	0.002123937	-0.003593534	-0.007721001	-0.002995472
0.003484568	-0.001994419	-0.004284977	-0.000635209	-0.001615469	0.000918429	-0.001696643	0.003988835	0.000138297	0.00185287	-0.003465297	0.000186594	-0.003948875	-0.004332384	-0.002315661	0.001358231	-0.003470137	-0.001682699	-0.002038696	-0.001870872	0.000113104	-0.000853101	-0.00020402	0.010800067	-0.002344729	-0.001882047	0	-0.009771756	0.005663666
0.007971809	0.000998388	0.008322104	0.009276884	-0.000359827	0.007325786	0.006254704	-0.00919609	0.002893947	0.000492782	0.003108071	0.00288196	0.003634279	0.002808249	0.004305698	-0.003318189	0.005269717	0.006224876	0.002522691	0.002210173	0.002650732	0.000853101	0.002928943	0.002431337	0.010197901	-0.002960179	0.00301603	0.004951234	0.006700319
-0.017541579	-0.007206285	-0.003829166	-0.009065078	-0.009277411	-0.003384174	-0.003662477	-0.011993148	-0.008600197	-0.011224839	-0.007206354	-0.003255235	0.001100059	0.001608645	-0.016181464	0.000341499	-0.011371601	-0.006435681	-0.003009506	-0.002721785	-0.004862572	-0.003422526	-0.004851605	-0.011153426	-0.004424098	-0.00543886	-0.004999331	-0.006639888	-0.002931371
-0.004702333	-0.013733799	-0.002188402	-0.005273915	-0.006670177	0.001146893	0.012830458	0	-0.007346731	-0.007262121	-0.000484714	0.003069875	-0.004734338	0.010107109	-0.008433183	0.002552685	-0.019962061	0.001420921	0.008298224	0.001022648	-0.003253166	0.005123777	-0.000492265	-0.007106039	-0.003169332	0.000443516	-0.000702161	0.007245382	0.004841237
0.041333602	-0.000436306	-0.000418112	-0.001234451	-0.008294078	0.002379701	0.000675037	-0.005243112	0.003971386	0.001368265	0.000484714	-0.001160287	-0.011414683	0.015570122	-0.005565096	8.48389e-005	-0.001127407	0.000997084	0.014474698	-0.004965388	-0.001262155	0.018169995	0.001270543	0.006587451	-0.019585568	-0.000147788	-0.000234377	0.002789525	0.003794745
-0.001782362	0.007185761	-0.000313817	0.006243564	-0.006519335	0.001090305	-0.000868088	0.003502404	0.006585629	0.006903444	0.004098282	-0.005471714	-0.003434458	-0.003117813	0.005454478	0.006148351	0.008464171	0.004588603	0.000923458	-0.001034446	0.001834651	0.003244458	-0.00061431	0.008732434	0.009803623	0.0028485	-0.003648063	0.004857496	0.001785999
-0.012532313	-0.003188592	-0.000104642	-0.005169913	0.007279928	0.000662326	9.65521e-005	0.001045208	-0.001811584	-0.003713372	-0.002406072	-0.001603066	0.003760143	-0.001688163	0.001104818	0.008857548	-0.011376728	0.000155576	-0.001293401	0.006340199	0.002339377	-0.000461989	0.000204847	0.001522934	-0.002330138	-0.002552973	0.004818355	-0.000520515	-0.001289169
