%	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26	x27	x28	x29	x30	x31	x32	x33	x34	x35	x36	x37	x38	x39	x40	x41	x42	x43	x44	x45	x46	x47	x48	x49	x50	x51	x52	x53	x54	x55	x56	x57	x58	x59	x60	x61	x62	x63	x64	x65	x66	x67	x68	x69	x70	x71	x72	x73	x74	x75	x76	x77	x78	x79	x80	x81	x82	x83	x84	x85	x86	x87	x88	x89	x90
0.000439717	0.000693552	0.0135481	-0.0102225	-0.012607112	-0.008699132	0.015846499	0.023867561	0.037305359	0.006590228	-0.019039416	0.013200303	0.002523545	0.007611639	0.001166876	0.007587024	0.006073737	-0.004251463	-0.023935224	-0.002932244	-0.006992155	0.009321744	0.022022345	-0.018239211	-0.00931199	-0.021445312	0.015344337	-0.004969584	-0.015409763	-0.012237071	-0.018548345	-0.006435074	-0.015901422	-0.002124426	0.004947383	0.065751452	-0.010636952	0.018406365	0.000533035	0.000299909	0.00252095	-0.000796512	0.032566854	0.002001389	-0.048442942	0.018501715	-0.008549621	0.020599045	-0.004594204	0.001001939	-0.004434565	-0.015061358	-0.010262374	-0.005546745	0.006619437	0.000407348	0.001803344	-0.061143873	-0.008794175	-0.005159115	-0.004556794	-0.009143102	0.010373932	0.007182943	0.049123164	-0.00947232	0.004516777	0.014435962	-0.013519582	-0.003338916	-0.013327849	-0.017961687	0.00778225	0.031777711	0.008121875	-0.005116301	0.019824866	-0.032177202	-0.011360752	-0.002986806	-0.001535475	-0.004805573	-0.012405416	-0.010582074	-0.028082943	0.006473969	-0.00955832	0.002793772	-0.00995965	0.009339011
-0.005293439	0.009657567	0.015439466	0.013368974	0.022845353	-0.002226454	-0.007268891	0.003531435	-0.003264467	0.003179678	0.009679675	0.021987037	-0.020691414	0.028540986	-0.008833783	0.006877374	0.008613318	0.021476014	0.015101467	0.007217389	0.013935807	0.028314	0.009419213	0.004112351	-0.009049855	0.018614299	0.008680115	-0.004084439	0.004485122	0.016848131	-0.020295917	-0.025499855	0.003555631	0.01282939	0.014089171	0.00595618	0.011494429	0.018377414	-0.016765622	0.014581356	0.028236487	0.010896577	0.003163973	0.017834916	0.01751266	0.006160174	-0.01265254	0.020373585	0.025509612	-0.003008776	0.014941624	0.012534441	0.03472902	0.013809655	-0.000628589	0.006293829	0.019625976	0.016527219	0.014737703	0.002066808	0.005854971	0.013271587	0.007092199	0.008693812	-0.000834266	0	0.013873382	0.003035532	0.031359514	0.009474992	-0.001869993	0.019521973	0.004868893	0.007521465	0.013391528	0.002254331	-0.019069531	0.008926311	0.035278881	-0.034076904	-0.002222041	0.008693164	0.002770136	-0.008904809	0.011223686	-0.00458136	0.011574143	0.008507773	0.009398562	0.01336429
-0.019201281	-0.01428935	0.029779877	-0.006015505	-0.003993806	-0.021565049	0.017287412	-0.012534127	-0.017071229	-0.007968176	-0.016185251	-0.001834302	0.005133146	-0.006721939	0.001182415	-0.021775846	0.011935368	0.006531419	0.007168472	0.000585685	-0.006386507	0.059740029	0.002823389	-0.001368882	-0.013375788	-0.000826223	0.004254643	-0.016737743	0.004870066	-0.012425497	0.073930423	-0.011992177	-0.023643199	-0.00420799	-0.00060848	0.007203565	-0.006593107	0.006051487	-0.00325657	-0.009796699	-0.002604106	-0.008111625	-0.009167909	0.008104023	-0.009969644	-0.001946576	-0.017860433	0.009279446	-0.003997973	-0.009080854	0.002116319	-0.00801177	0.018463163	-0.0051071	0.004704415	-0.008944928	0.004407277	0.004394018	0.000555351	0.007883562	-0.00303161	-0.01360564	-0.010300188	-0.011417336	-0.016828078	-0.012312139	-0.01635534	0.007548892	0.014212275	0.000806535	-0.028652251	-0.010028269	0.02064256	-0.008420661	0.000332507	0.003678121	-0.00643821	0.003652572	-0.014815084	-0.018114244	0.037448752	0.002235999	0.000414838	-0.003225236	-0.006698081	0.012615826	-0.003458188	-0.012876509	-0.005064257	-0.003627195
0.016987722	-0.002556666	-0.031852395	-0.011123193	-0.0020029	0.039239479	-0.001224937	0.013473774	0.010510021	-0.000800313	-0.024780119	-0.005277073	-0.010939654	-0.003603608	-0.020896405	-0.014446759	0.012464402	-0.007326003	0.002021758	-0.004890947	-0.012331894	-0.001214546	-0.000445446	0.023020577	-0.032045929	-0.000275454	-0.002872742	-0.012329983	-0.026667978	-0.013078625	0.000432673	-0.016897978	-0.010809264	-0.014105052	-0.037202044	-0.027285104	0.001293333	0.008710003	-0.003703756	-0.009291284	0.008400256	-0.009303356	0.024148195	-0.000278432	-0.008665353	0.003991606	0.00378671	-0.000942932	-0.008549227	0.014290299	-0.021224329	-0.003734705	0.001267071	-0.00552922	-0.024708203	-0.008613724	-0.00617558	-0.001828517	0.008294227	-0.004791256	-0.00718256	-0.009567857	0.016640474	-0.001292459	0.062892993	0.000688036	0.00787506	0.000214812	0	-0.008806196	-0.003156829	0.007217991	0.004189465	0.072680426	0.005305074	0.013572553	0.003792218	0.015504157	0.011658902	-0.024243589	-0.016619974	-0.023045074	-0.000691557	0.0071531	-0.010238105	0.002929965	0.006331009	-0.004563754	0.019182998	-0.005830839
0.019750463	0.020956375	0.023376079	0.011410484	0.016569467	0.021662638	-0.001401823	-0.009436305	0.014225522	0.019622147	0.013999533	0.011864887	0.009658893	0.02869097	-0.001811532	0.013111662	0.009827679	0.012049479	0.009930362	0.007814033	0.016501491	-0.005551379	0.008279166	-0.006176986	0.031337015	0.010143981	0.008022923	0.008391666	0.014448174	0.010623971	-0.011456888	0.030874897	0.007624307	-0.005974738	0.008178689	0.001842357	-0.0011495	-0.006601175	0.029994208	0.027618721	-0.018729474	0.0275565	0.012371332	0.010523556	0.021386738	0.019722477	0.021191203	0.00938973	0.016529289	0.002993052	-0.008240019	0.016019102	0.006131691	0.001187409	0.040847585	0.019378502	-0.001476092	0.006203296	0.006039057	0.011935369	0.0305466	0.017388854	0.011173325	0.004588475	0.018161316	-0.004825926	0.005810041	0.005142518	0.019183946	0.014834549	0.026349254	0.007476709	0.01273899	0.021353137	-0.00397615	0.016364332	0.01016763	-0.012384062	0.004730639	0.032404362	0.003847203	0.010609464	0.010733533	0.004976945	0.010133084	0.004510903	0.002578407	0.020892121	0.007351634	0.012350276
0.00260421	-0.011229549	-0.027534096	-0.017091939	-0.009908704	-0.012786161	-0.02287937	-0.012161774	-0.031607114	-0.009267739	-0.011851302	-0.002922535	-0.059743927	-0.025312186	-0.049561048	-0.001002521	-0.004818502	-0.017030066	-0.036049669	-0.002532906	-0.023576807	-0.005992157	-0.003096483	-0.011651652	-0.025136009	-0.008492078	0.001140895	-0.011674215	-0.009884905	-0.002706952	-0.015581609	-0.022728241	-0.010536878	0.001075018	-0.001253965	0.019013445	-0.004322823	-0.010895977	-0.013005224	0.001463454	-0.055273202	-0.012098666	-0.00547951	-0.009966882	-0.019143284	-0.010571404	-0.024977913	-0.004120642	-0.005729209	-0.003992787	-0.006407521	-0.027506598	-0.001799491	0.006702205	-0.010834276	-0.011377649	-0.007710558	-0.004496611	0.003460465	0.028735699	0.003384115	-0.027049115	-0.019281925	-0.004157515	0.018988313	-0.018835588	-0.006706676	-0.007293013	-0.017525068	-0.006532371	-0.023367585	-0.019113893	-0.018328731	0.015277358	0.002652562	0.009456297	-0.028117335	0.006727011	-0.013727747	-0.047696673	-0.007372729	-0.000603261	-0.003702395	0.012334909	0.006907356	-0.018437321	-0.010932229	-0.010913938	-0.003301531	-0.008702039
-0.024129326	0.009404868	-0.010050361	-0.005126339	-0.003324789	-0.003105535	-0.070223885	-0.029954758	-0.016086113	-0.014566742	-0.009583123	-0.018462065	-0.021313976	-0.037575989	-0.022155428	-0.01143256	-0.012401734	-0.016918882	-0.029453876	-0.008030611	-0.036441272	-0.03913872	-0.02074241	-0.01676548	-0.026530643	-0.015525585	-0.011121999	0.025276707	-0.020489724	0.012732713	-0.013122752	-0.019802666	-0.018750052	0.017195871	-0.016550313	-0.041886791	-0.013227949	-0.02339943	-0.008079755	-0.012656535	-0.000655327	-0.027591419	0.009909496	-0.031084681	-0.000560401	-0.014476818	-0.007935322	-0.002254766	-0.022995324	-0.012075031	-0.022605649	-0.009004566	-0.031469881	-0.023455684	-0.002181013	-0.019394019	-0.002981443	-0.025911355	0.011748927	-0.007936551	0.01133753	-0.028677036	-0.019300111	-0.014178442	-0.001920993	-0.018479605	-0.005849757	-0.004315035	-0.00971563	-0.005662286	-0.00950204	-0.013055426	-0.006185081	-0.002422314	0.004625002	0.001567413	-0.015143021	-0.034363957	-0.046241556	0.007224782	-0.000672961	-0.018114488	-0.004819915	-0.001051291	-0.005543083	-0.008667605	-0.004348498	-0.006115122	-0.021542149	-0.009268299
0.00707979	-0.001142452	-0.003795061	0.017034717	-0.00467341	0.010673689	-0.054174107	-0.024779173	-0.023292224	0.023834481	0.018130224	0.005203802	-0.000695219	0.013220649	-0.007168523	-0.025690726	-0.005750058	0.013223678	-0.030088995	0.021401659	0.018965111	-0.011428745	0.004513018	0.022472868	-0.031098482	-0.008417537	0.006665103	0.005936094	0.032421767	0.003885381	0.007030118	-0.003454186	-0.004075293	0.005566895	-0.048661825	-0.034764596	-0.000585379	-0.009389788	0.013003307	0.007965815	-0.005422693	0.011128071	0.027500095	0.021579415	0.007538804	0.00644872	-0.015738229	0.013638682	-0.001790963	0.004041252	0.02187499	-0.00969509	-0.009337143	0.025418386	0.00249216	0.03198308	-0.00029871	-0.006018123	0.005376316	0.005958251	0.007901824	0.013577202	0.007191711	-0.001458159	-0.005399128	0.017775089	0	0.016511578	0.023705679	0.023846418	0.017178314	-0.009661917	0.028358862	-0.000485144	0.000999821	0.015733121	0.005462414	0.014571683	-0.011761617	-0.003589524	0.024766494	-0.00446467	0.000965851	-0.006331371	-0.000839362	0.008937209	0.003769764	0.013577202	0.022460319	0.01604314
-0.005305138	-0.015432575	0	0.00259514	0.013955184	-0.005090546	0.023691149	-0.02514888	0.022290747	0.017317168	-0.013087618	0.006651104	0.01346946	-0.009724596	0.037546668	-0.027080991	0.011131841	0	0.011197697	-0.013175937	-0.01455655	0.021041481	-0.011169618	0.001083341	-0.009676901	0.006459788	-0.011056204	-0.000683098	-0.018576534	0.016584973	-0.002387702	-0.028784025	0.003605933	0.004939049	-0.02042278	0.026389641	-0.015046819	0.008142741	-0.024097586	-0.011823884	-0.101906219	0.001507937	-0.002649946	-0.003658288	0.004717572	0.012370885	-0.012050265	-0.008759747	-0.00410573	-0.007082858	-0.005277073	-0.013280441	0.004679447	0.009367715	0.00217559	-0.00688403	0.002088605	-0.005422113	-0.006455116	0.009525483	-0.014184645	0.006376586	-0.009359343	0.016354634	-0.005817525	-0.023530461	-0.006110317	0.005091186	-0.00218159	0.000791768	0.018424949	-0.012701661	0.003557299	-0.010406581	-0.00735546	0.003078605	-0.007812591	-0.001579396	-0.010192641	0.02454115	-0.000492625	-0.006346258	-0.017249094	-0.002473083	0.002830075	-0.006220303	0	-0.00746208	-0.011631286	-0.016533349
-0.010695463	0.009242134	-0.023510336	0.02038122	0.010067937	0.02247963	-0.043180965	-0.000259849	0.021019945	0.013412711	0.018745379	0.001104273	0.009899373	0.029798194	0	0.018368642	0.003014573	-0.005065353	-0.008225188	-0.018305807	-0.000293034	0.005611719	0.006505925	0.007551352	0.018879457	0.028427433	-0.00185459	-0.002280618	-0.008368323	-0.006457031	-0.019766742	-0.00071254	-0.011489916	-0.002092455	-0.041423982	-0.030576675	-0.001636313	-0.001873096	-0.002628372	0	0.026288744	0.002608283	0.011213901	-0.005087623	-0.004439492	0.001611082	-0.006574654	0.002057057	0.00308085	0.007486075	0.014735156	0.000822398	0.003355746	0.009665666	0.010500379	0.028639214	0.018311168	-0.013877569	-0.008672105	0.004240734	0.009825541	-0.002752472	-0.009082703	0.008434032	0.021167666	-0.01600029	-0.005691911	0.014285965	0.02107046	0.005918345	-0.018077425	0.01561002	-0.010434004	0.006841516	-0.005721021	0.020913347	0.036955715	0.016460238	-0.010297691	-0.014134539	-0.014226875	-0.004513229	-0.002528798	0.01055601	0.0068843	0.017213808	0.004043913	0.002609384	0.015478486	-0.002454654
-0.002691836	0.017554165	0.005176821	-0.00197707	-0.010507983	0.00151112	-0.071482005	0.003373472	-0.006694268	-0.000571112	0.013078109	-0.000490619	0.010810982	0.014127402	-0.005052052	0.002796191	0.011307088	-0.007134879	-0.005824096	0.029554918	-0.008839142	0.003770119	-0.007417147	-0.002420995	0.007983287	-0.010944099	-0.003952632	-0.004118042	-0.022950211	-0.016693235	-0.00841686	-0.010028702	-0.018695064	-0.000898039	-0.01662481	0.020761948	-0.005972851	-0.004698902	0.007973331	-0.012567571	-0.001066887	0.01333623	-0.009556804	-0.00682409	-0.013438047	0.006118681	0.035000312	0.005774462	0.003071459	0.004424803	0.005055956	-0.005977582	-0.009349364	0.006137319	0.018265414	0.014698934	0.015967913	0.011472409	0.000362862	-0.011458569	0.008905524	-0.00466201	-0.004022646	-0.002850917	-0.013804106	0.019601287	0.002508622	-0.006067536	0.007987215	0.003338192	-0.002086998	-0.00129152	0.006602634	0.000486915	-0.004397104	-0.008123242	-0.0144654	0.010568483	-0.007503598	-0.00486459	0.001165586	-0.000468061	-0.001266762	-0.021939982	-0.000623851	-0.007225945	-0.005492092	0.006925202	0.005834095	-0.006905026
-0.021340202	0.000226012	-0.027924971	-0.008375412	-0.014407831	-0.013223119	0.00996355	-0.019621298	-0.018744288	-0.004772309	0.010616374	0.002328226	0.010362748	-0.039283062	-0.015954505	-0.00700525	-0.002980645	-0.00636221	-0.014908069	0.036174755	-0.008022658	-0.016582742	-0.008544446	0.00456801	-0.092361086	0.007946381	-0.008187137	0.003204411	-0.003014324	0.006322922	0.006281105	-0.028479487	-0.000322655	-0.010234902	0.012314568	-0.016018072	-0.023334288	-0.006299348	0.017577478	-0.000903694	-0.000177852	-0.013937522	-0.003316789	0.01162967	-0.017916034	0.001898227	-0.04366928	0.011816953	-0.005381233	-0.001606771	0.015725821	0.008850529	0.006180392	0.009893554	0.009905478	0.011605502	-0.01071394	0.006946609	-0.003088456	-0.013925976	0.009031229	-0.015347304	-0.010313156	0.009094839	-0.008141098	-0.04710207	-0.012835663	-0.001049935	0.014741038	0.01149999	-0.018449064	-0.002264316	0.010636938	0.000810961	-0.006120371	-0.013751053	-0.020140137	0	-0.004063821	-0.022687195	-0.000332896	-0.002812978	0.001266762	-0.000357812	-0.02112869	-0.014610721	0	-0.007154752	0.006884114	-0.001485922
0.02850239	0.006979665	0.001768306	0.016681173	0.012645771	-0.0124703	0.014218811	-0.014905712	-0.020950606	-0.003450361	0.018198854	0.003665279	-0.009691042	-0.02343125	-0.00128745	0.000351398	-0.006321781	-0.009516013	0.005518322	0.015870421	-0.006284603	-0.013122394	0.000306297	0.016485329	-0.01085608	-0.015124694	-0.001410286	0.009325623	0.000431108	0.015873356	0.026374896	0.017621617	0.024543089	-0.006069848	0.01854543	0.032322731	-0.004763823	-0.006339201	0.020734897	0.010194978	-0.003565022	-0.009164718	-0.023530523	0.001127432	0.017916034	-0.013363696	-0.003336672	0.000367053	0.001027249	0.012583814	0.013385167	0.018274655	0.002424214	0.010920853	0.006549643	-0.095791049	0.003487424	-0.005679993	0.004900644	0.011948328	-0.004094937	-0.012378596	-0.001852954	0.000565641	-0.010959033	0.021618375	-0.003465882	0.019761473	0.003391208	-0.004954059	0.008300301	0.012230634	-0.00271672	-0.013547949	-0.00753167	0.006899147	0.00468385	0.002560779	0.005222018	-0.001331065	-0.015941269	0.006551271	-0.004087593	-0.011519206	0.003923071	0.005436443	-0.021978903	-0.0007007	0.015406964	0.000743271
