%	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26
0.018116093	-0.006740356	-0.017773937	-0.000675821	0.021167097	-0.010880547	0.006155005	-0.003112887	0.009717456	0.013023885	-0.003560901	0.01270831	0.018602668	-0.019565019	-0.000734798	-0.024728533	-0.005683748	-0.009133698	0.015093578	-0.007454685	0.000445349	0.018614502	0.019739802	0.007096579	0.006032125	0.00356232
-0.003676222	-0.027855033	-0.025593736	-0.001353014	-0.01827889	-0.007943668	-0.007548604	-0.015695014	-0.00594295	-0.017951908	0.002727452	-0.018025646	-0.016326525	-0.003718289	-0.00164746	0.006013429	0.0011366	0.000868181	-0.026164148	-0.018036645	-0.00022265	-0.023642466	-0.023663474	-0.018206986	-0.014539166	-0.021566797
-0.002722919	-0.00938298	-0.005871022	-0.010268555	0.002011362	-0.016515009	-0.009903846	-0.018525483	-0.006295317	-0.011937095	-0.000834144	-0.013892862	-0.01715245	-0.009909793	-0.029564584	0.016357907	0.003411162	0.006962643	0.017765778	0.009017042	0.001112754	0.001803969	-0.008434325	-0.007074236	-0.008580032	-0.014042952
0.00523246	0.011450463	0.018336903	0.001987702	-0.002446784	-0.011165233	0.011575932	0.01153523	0.003780801	-0.001324276	0.001056465	0.003175742	0.010491537	0.004967172	0.026260871	0.002945629	0.001135987	0.037791886	0.011701428	-0.027298774	-0.004426547	-0.005874838	-0.00270685	-0.01093226	-0.00369914	-0.003092118
0.023514927	-0.003260664	-0.016488008	-0.016328681	-0.007870183	0.011590806	-0.024761067	-0.0102489	-0.006628599	-0.023538677	0.008329115	-0.00158661	0.000549149	-0.003087784	-0.004233053	-0.007380405	-0.037525859	0.004564231	0.013194604	-0.009354767	-0.021583223	0.016110648	-0.025994508	0.018006497	0.003393944	-0.003703152
0.007334241	0.004667086	-0.010465997	-0.006391011	-0.018384703	-0.006748407	-0.016838564	-0.011653909	-0.018534315	-0.004330755	-0.018635462	-0.001589131	-0.016700116	-0.010659661	-0.011888993	0.015873987	-0.014815367	0.016052451	-0.029075281	0.002867697	-0.00979902	0.003487556	-0.005952399	-0.015490864	-0.011923602	-0.010584243
0.008205803	-0.002167629	-0.002208444	-0.010144598	-0.008024059	0.001717137	-0.016241487	-0.01311677	-0.013642701	-0.01136895	0.028943418	0.012639795	0.018893701	-0.01518504	-0.020570788	-0.014393542	-0.022640468	0.020200206	-0.014435946	0.00571084	0.003648979	0.032287905	-0.013334783	0.01286546	-0.002807834	-0.027950854
-0.007839668	0.009289351	0.012674441	-0.000962371	-0.010306451	-0.002465762	0.040945899	0.015065727	-0.010849345	-0.003272154	0.028553397	0.046018659	0.028264708	0.003846159	0.041644006	-0.004595609	0.003049811	-0.012890141	0.013597996	0.014136025	-0.008932309	0.011693538	0.009970923	0	0.007468532	0.002601864
0.003554526	0.003539105	0.023073478	0.014086087	0.014971608	0.001718422	-0.006202231	0.009704952	0.024492046	0.012519247	-0.00622177	0.011628107	0.025932246	0.017015971	0.00401981	0.021028563	0.0166049	0.028757539	0.018366074	0.023623477	0.009850673	0.036266372	0.016523164	0.016404415	0.019651479	0.034026271
0.002235859	0.002568613	0.000656168	0.00278094	0.008820959	0.000216528	-0.002663117	0.041003589	0.013136367	0.006151073	-0.004008771	-0.004754537	-0.01419699	0.008070355	0.00127263	0.011285134	-0.010533041	-0.000784401	-0.00826451	0.011564642	0.008877633	-0.009133738	0.002390806	0.001329664	0.015386583	-0.012433822
-0.003347367	0.001065026	0.003274397	-0.012703423	0.007144668	-0.006028724	0.013292218	0.003087907	0.027942371	-0.002667541	0.003421823	-0.001340283	-0.005894532	0.000660429	0.001636076	0.004309214	0.012024637	0.001969889	-0.007589818	-0.008163984	-0.005473931	-0.005465062	-0.009783188	0.013717701	0.015301865	0.021932469
0.004851686	-0.006424241	-0.01084645	-0.001343269	-0.002929231	0.003447958	-0.001740153	-0.01364814	0.012307606	-0.001361677	0.002611942	0.012298311	0.008522654	-0.004411123	-0.001816096	-0.000717508	0.010412539	0.009393869	-0.004189755	0.003389133	-0.013254375	-0.014463134	-0.009505243	0.000874699	-0.002066735	0.025156087
-0.019920246	-0.016897624	-0.01935329	-0.027317189	-0.019844694	-0.004963432	-0.008888947	-0.013204204	-0.008291249	-0.014333884	-0.004428327	-0.012150939	-0.00526317	-0.021335632	-0.000185641	0.003577077	0.017885865	0.002721685	-0.015419636	-0.012956992	-0.000695514	0.031724506	-0.013005555	-0.008554265	-0.017734993	-0.02635095
0.014138591	0.010756984	-0.001348618	0.017992663	-0.000451773	0.002054678	-0.002091852	-0.002538509	0.003387136	-0.014334576	-0.009698511	0.005352534	-0.003789052	0.011338881	-0.00803787	-0.002859569	0.020989834	-0.003896083	-0.007704418	0.008242148	0.012838415	0.027636656	-0.005707778	-0.004710235	0.00808796	0.014146746
-0.004329083	-0.000867273	0.017723253	-0.007522733	0.008492978	-0.012922051	0.00682985	0.008844471	-0.008954014	0.015409102	0.001834071	-0.004456981	0.017416097	0.035960902	0.004575164	-0.008633487	0.007938335	0.011249203	0.014597416	0.007434364	-0.016090558	-0.006988149	0.020210339	-0.006958508	-0.001493856	-0.003641199
-0.000550803	0.000650525	-0.005317394	-0.006203291	-0.011038013	-0.020089985	-0.000283648	-0.008844471	0.023598223	0.008402769	0.000188611	0.004606475	0.001040583	0.004834301	0.004553707	0.004324273	-0.006229022	-0.001931873	0.010204648	0.026154837	-0.007674379	-0.021944772	0.027297896	-0.004614265	-0.00885395	0.00177305
0.006738962	0.001510553	0.027930187	0.012044809	0.005139947	0.005667917	0.011143355	0.007588093	0.019193715	0.000557682	0.020691313	0.02590326	0.009917722	0.014997888	-0.003458302	-0.000718819	0.022471439	-0.003102739	0.00751639	0.003281709	0.016674803	0.002114094	0.005443672	0.012017638	0.002408945	-0.001181684
-0.019982408	-0.001510553	-0.019964662	-0.017232802	-0.028921259	-0.000996634	-0.017689558	-0.006954921	-0.024661187	-0.02712588	-0.035182747	0.022569324	-0.011999971	-0.025339464	-0.008978499	0.007887602	-0.006971036	0.017307105	-0.034899841	-0.025330102	-0.026503554	0.000544848	-0.009637314	-0.019358353	-0.027127022	-0.016090931
0.00378251	-0.006834483	0.004288313	0.001907582	0.007855863	0.000554401	0.003563034	0.005059189	0.007885344	0.008865904	-0.017454567	-0.004245008	-0.007847281	-0.002493632	0.008430636	-0.009905556	-0.015500403	0.046504983	-0.020210522	-0.010215098	-0.003558059	-0.005393425	0.015951036	-0.007395	-0.01462864	0.004994018
-0.00780018	-0.004582411	-0.036026347	-0.009375481	-0.020226192	-0.003892624	-0.01370375	-0.015255008	-0.022920262	-0.014453823	-0.016887271	-0.012563057	-0.026791277	-0.019733155	0.031444617	-0.004481972	-0.011142393	-0.040821221	-0.016944549	-0.022779647	-0.021479639	-0.035465451	-0.024391453	-0.024766597	-0.029752744	-0.027166528
0.001714146	-0.01309091	-0.013051877	0.002914488	0.000880308	-0.002673261	0.002400962	0.005746899	-0.006510307	-0.001677237	0.001046188	-0.006627031	0.006006024	0.008049886	-0.047269772	-0.04142584	0.000290092	-0.014496114	0.031875988	-0.004925282	-0.006053245	0.011635008	0.007709289	-0.000153343	0.013315828	-0.010911071
0.013842566	-0.018676029	0.008605905	0.014772287	0.003571955	-0.015640904	0.017543058	-0.006386561	0.01849566	-0.002205652	-0.013686566	0.004901852	0.013845965	-0.014380779	-0.005949001	0.000754094	0.038312079	-0.000765704	-0.00967032	0.007040789	0	-0.01412054	0.003468106	-0.010147846	0.003339598	-0.000621182
0.024189132	0.021215828	-0.007914701	0.010567017	0.006583379	0.002606655	0.012551094	0.00191776	0.007000009	0.013628386	-0.001519605	-0.00721998	0.016348662	-0.010753996	0.006321578	-0.004538769	-0.004988339	0.011851557	0.005330245	0.004133457	0.027295229	-0.011513697	-0.004382768	-0.003851064	-0.014558572	0.007737182
0.00550248	0.015897133	-0.000345543	0.024461376	0.020404766	0.006765108	0.003808998	-0.005130581	-0.00212578	-0.000570643	0.011383698	0.017670271	-0.007310738	0.018854801	0.004993281	0.000756952	0.023605472	-0.004181787	-0.007957344	-0.000673684	0.016200277	-0.00845106	-0.005505611	0.015394705	0.015512772	0.013372322
0.002383675	0.00520912	0.010998564	0.003141495	0.007708041	0.022218391	0.033598602	-0.001285513	0.00273094	0.017591236	0.014420348	0.008225354	0.011550782	0.003200003	-0.003881436	-0.007603019	0.027826749	0	0.036447671	0.01239028	0.020502008	0.040375065	0.007151401	0.002166454	0.021504763	0.028094825
-0.010648792	-0.019445738	-0.025444904	-0.014406011	0.001297712	-0.002749128	-0.001121403	-0.007103808	0.000304163	-0.007112369	-0.004652605	0.005771054	0.013976648	-0.006299407	-0.005570992	0.006086656	-0.003966981	0.002277839	-0.004236297	0.00274189	0.003398252	0.025042585	-0.000365497	0.005017704	-0.016913616	-0.018708875
0.013737485	0.007579946	0.014100678	0.005521545	0.006351369	-0.008298362	0.003092024	0.005173692	0.004233865	-0.001644568	0.004652605	0.070342526	-0.003155518	0.006299407	-0.009729282	-0.021472192	-0.005574366	0.001535099	0.024508518	0.01433421	0.044000653	0.020311412	0.008916445	0.011635354	0.009119537	0.006308537
0.001452105	0.023372341	0	-0.004821732	-0.006351369	0.008298362	-0.005068753	-0.000644201	-0.001208289	0	0.009019101	-0.01889421	-0.00205216	-0.004969915	0.000750248	0.01002653	-0.001068166	-0.010717003	-0.012598592	-0.007470992	-0.006545489	0.011649589	0.007759671	-0.000914316	-0.000625776	-0.00560562
0.01924165	-0.001067305	0.004484312	0.008738104	0.006351369	0.013571455	0.012290932	-0.000653012	-0.00151027	0.005744195	-0.008180574	-0.003473276	0.017899278	0.003647017	0.003190914	-0.001534252	0.018492378	0.009570759	-0.000839357	0.006079546	-0.003493811	-0.005940219	0.009304057	0.001977935	-0.003139562	0.003707233
-0.007508866	-0.009685883	-0.013339306	-0.014286411	-0.008496323	-0.011810085	-0.008610167	-0.00842658	-0.013402889	-0.016760313	-0.002097639	-0.030575305	-0.04778596	-0.008753034	-0.011494797	0	-0.019827052	-0.008021512	-0.020549314	-0.008802656	-0.012373254	0.000727922	-0.010563163	-0.013854355	-0.012330131	-0.020817243
0.005181276	-0.008249312	-0.007351687	0.000255771	-0.010737214	-0.001761369	-0.024400304	-0.00654114	-0.022327685	-0.017098917	-0.00846307	-0.008036198	0.005365244	-0.02410298	-0.001512937	0.003068057	-0.033945983	0.004594383	-0.014775286	-0.019946416	-0.007369466	0.005738613	-0.01085787	-0.021814449	-0.012000164	-0.02251231
-0.040437648	-0.005902071	-0.037956579	-0.035863399	-0.06136027	-0.019134634	-0.034755238	-0.038095072	-0.044238284	-0.036745865	-0.016742034	-0.030935642	-0.037173687	-0.040005335	-0.011646174	-0.006919769	-0.025175653	-0.008836005	-0.031218791	-0.048444611	-0.030696288	-0.029299036	-0.030106623	-0.030473426	-0.026423631	-0.053632155
-0.013644545	-0.006600914	-0.001826485	0.008840857	-0.004626256	-0.004619121	0.015049938	-0.02203636	0.003599908	0.012760561	0.00518351	0.000717359	0.001091902	0.013201512	-0.013720267	-0.018690939	0.016297144	-0.002305079	0.017104574	0	0.01602087	-0.018179834	-0.002064759	0.006959247	0.003629412	0.01509215
-0.013477066	0.009663031	-0.051389518	-0.029462906	-0.035649307	-0.00135082	-0.023691054	-0.032554946	-0.021123304	-0.035294537	-0.016270354	-0.017937239	-0.025606999	-0.032852276	-0.005662237	-0.001573626	-0.01488124	-0.013223399	-0.033492615	-0.024451534	-0.010959913	0.026072747	-0.040258455	-0.020448992	-0.031623007	-0.029632614
-0.012681623	-0.001420119	0.0084324	0.020622048	0.000505689	0.016806214	0.002394522	0.009302471	-0.004009139	0.0192907	0.001102632	0.012904885	-0.010127618	0.008194792	-0.009439241	-0.031515288	0	-0.005491436	-0.021310098	-0.003724399	-0.018313701	0	0.00039116	0.00213748	0.004241061	0
0.010576323	0.010344801	0.020027119	0.020205358	0.024470634	-0.009040906	0.028900067	0.012049936	0.038110954	0.021784981	-0.000232032	0.012031434	0.014596068	0.01737105	0.005125824	0.014039968	0.010129467	0.021413413	0.027776727	0.017859228	0.025644557	0.016196575	0.039867296	0.022577101	0.023916419	0.019377233
-0.013483427	0.016759662	-0.039684719	-0.019013226	-0.051111554	-0.023716354	-0.007322623	-0.022070787	-0.01756199	-0.021509719	-0.006343685	-0.023624189	0.017220371	-0.022183378	-0.014655694	-0.009662297	0.000278294	-0.019847085	0.009921412	-0.035302065	-0.015646982	-0.008032172	-0.013430638	-0.013094924	-0.015823352	-0.016585962
0.007346033	0.012176906	-0.009975633	-0.016685964	-0.020258339	-0.019708309	-0.00553914	0.005741946	0.0075171	-0.004689793	0.006140613	-0.01173164	-0.017220371	0.000723327	-0.002594737	-0.00032369	0.000838902	-0.023859242	0.012585015	-0.019261933	0.00739185	-0.007089856	0.011173301	0.01526155	-0.007752286	0.006224317
-0.01787518	-0.018267677	-0.016850433	-0.012733849	-0.025353471	0	-0.026569019	-0.042404214	-0.044272653	-0.030261958	-0.022326481	-0.01650544	-0.026065931	-0.020699631	-0.010858484	-0.024413399	-0.020911832	-0.020323498	-0.028973056	-0.035654572	-0.027997274	-0.002621233	-0.026139044	-0.035477109	-0.022591248	-0.046725814
0.007233399	-0.005911839	-0.001600641	0.004421024	0.01175054	-0.019863499	-0.014264744	0.008177366	0.011840367	0.003925478	-0.028070857	-0.008281288	0	0	0.022389748	0.017265581	-0.000288518	0.008187351	0.003743617	0.008863838	-0.003538381	-0.008991103	-0.011275392	0.009171321	-0.006423089	0.032104202
-0.0056678	-0.023234101	-0.003409892	-0.002446152	-0.009714709	-0.00383498	0.002742143	0.008119633	-0.029351946	0.004532072	0.002529371	-0.011405436	-0.000572192	0.004174346	0.009251714	0.026703635	-0.001430078	0.030078688	0.020788276	-0.004860513	0.015556621	-0.005310832	-0.010218206	0.01283196	-0.001917694	-0.020560729
0.02149474	0.009771555	0.03222578	0.020737295	0.019269454	0.028256163	0.00852105	0.02108365	0.045037412	0.019423521	0.043914359	0.01833699	0.035055136	0.021933627	0.007412006	0	-0.003722277	0.003566287	-0.01174026	0.03861336	0.004887366	0.018532827	0.035125373	0.025894447	0.033466167	0.0345173
0.003634021	0.01464544	0.01141322	-0.006551701	0.012489837	-0.011603345	-0.004567993	-0.010849173	0.017723029	0.011464602	-0.013460022	0.004791457	-0.011766477	-0.005408342	0.011022239	0.028170055	0.019337248	0.017939488	0.006384698	0.016919619	0.002101577	0.003879344	0.010433558	-0.019821891	0.005049089	0.011684436
0.01290058	0.013268111	0.011664727	0.012530991	0.012335763	0.024462235	0.015993383	0.014434284	0.026327203	0.011334654	0.012381697	0.012030949	0.027756584	0.014120134	0.019051698	0.016831625	-0.00084481	-0.004256379	0.039771323	0.021070693	0.002296671	-0.019753229	0.012378253	0.033499584	0.01764488	0.018996501
0.016627777	0.00276128	-0.015519039	-0.006245867	-0.010367517	0	0.002393835	-0.01953843	-0.009551071	-0.008707538	-0.00221859	-0.00191958	-0.006639104	-0.016170922	-0.00681568	0.001365772	0.014274514	0.004256379	0.007711019	0.005221474	0.006462219	0.003941293	-0.004483475	0.002106307	0.002307873	0.006003449
-0.00670412	0.003065988	-0.012239104	-0.001934817	-0.019457927	-0.003461351	-0.011107753	0.008727352	0.024020305	-0.009335598	0.015744247	0.000739635	0.001641138	-0.003386963	0.019191601	0.015189087	0.021174259	0.003864511	0.022967965	-0.017938513	-0.008758889	0.0077017	-0.014901719	0.002176569	-0.011257723	0.008620284
0.017572547	0.018945505	0.026807121	0.015834962	0.013541528	0.010337336	0.024502718	0.031386232	0.00187135	0.015167154	0.007109103	0.022364332	0.031387082	0.001331961	-0.002053639	0.006693315	-0.005182616	0	0.020819755	0.04057697	0.033295994	0.027546294	0.012652421	0.016497468	0.017001714	0.011903021
0.012392975	0.005685088	0.030731292	0.031191865	0.027956573	0.033714667	0.023317602	0.004903943	0.022805221	0.025484895	0.01282833	0.022297184	0.013242903	0.018938598	0.019417902	-0.002373198	0.003278885	0.015291027	0.01950536	0.01869701	0.011186193	-0.005383063	0.026663309	0.024694902	0.022654047	0.015584731
0.006490875	0.010666061	0.005887781	0.012599489	0.013943498	-0.017841405	0.009998707	0.010426879	0.015122441	0.012319836	0.00402449	0.011246799	0.004173193	-0.003330165	0.002195619	-0.019206161	-0.004371314	0.018814508	0.03961778	0.009859054	-0.002904705	0.070886811	0.005829858	0.025630032	0.012086806	0.010868558
-0.002158947	-0.00357514	-0.005518778	-0.015342975	0.009502006	0.001236805	-0.011151764	0.013058225	-0.007532635	-0.000837565	0.007359662	-0.001258173	-0.017945945	0.001309602	-0.007705223	-0.001970477	0.003829223	-0.005607277	-0.021971302	-0.017035601	0.005324164	0.010977059	-0.009490854	-0.011703574	-0.016897002	-0.000714104
-0.010331269	0.023369429	-0.015616603	0.007827704	0.00754956	-0.010275587	-0.021598507	0.022945319	-0.013087227	-0.011800169	0.006502913	0.00349133	-0.019894496	-0.017644339	0.003677901	0.004845749	0.00652053	0.007469405	-0.01684566	0.000780674	-0.001336346	0	-0.003306395	-0.009829631	0.000801674	0.190891054
0.004003557	-0.018874264	-0.001687764	-0.007380577	-0.010874428	0.005210668	0.018686893	-0.009383884	0.010968226	0.020144415	-0.014087294	0.000419024	0.009773671	0	0.014568554	-0.010784379	0.005947229	-0.000759633	0.019204255	0.005706396	0.002670908	-0.008343786	-0.003132777	0.014675233	0.004808789	-0.203626155
0.016727634	0.009835847	0.022089065	0.015587694	0.027150989	0.00281701	0.02061362	0.020658654	0.031322997	0.003784054	0.009060971	0.009573021	0.029627238	0.015619686	0.009002934	0.007756657	0.015500001	0.000759633	-0.005512066	0.013359794	0.015345892	0.004089236	0.006989177	0.012438826	0.013023715	0.015995419
-0.014008557	0.00312099	-0.016474227	-0.008714377	-0.005519116	0.011643954	-0.017425151	-0.038325536	-0.000589317	-0.014120334	-0.002732014	-0.016709309	-0.022691411	-0.012838379	0	-0.013421672	-0.029337411	0.012545086	-0.020116767	-0.016987368	-0.015123638	0.001886391	-0.0038564	-0.024223415	-0.017832504	-0.027743748
0.020766834	0.007415042	-0.010883951	0.003039709	0.000430359	0.016224384	0.010874909	-0.00618636	-0.004711998	0.003248117	-0.004196162	-0.008175029	-0.02267427	-0.001450151	0.008922604	0.013421672	0.002182676	-0.008850115	-0.0305395	-0.01939603	0.008566649	0.000243146	0.002756088	-0.022092439	-0.010818987	-0.01114745
0.021392356	-0.001497614	0.007518832	0.008186444	0.007409936	0.014675272	0.001459322	0.005501963	0.046159305	0.000575178	-0.013177949	0.006772218	0.020545288	0.002777612	0.020568549	0.007398058	-0.010683074	0.007386783	-0.016846226	0.010792892	0.002420738	0.045621738	0.006401485	-0.002578328	0.010818987	-0.005939771
-0.009596408	0.006081957	-0.012057418	0.002255216	0.002315803	-0.012158411	0.003956799	-0.016595732	0.013163729	-0.007134644	0.006596573	-0.002677743	0.003191775	0.00204807	-0.001394729	0.024365228	0.002747551	0.019300378	-0.00084511	-0.012293797	0.005667334	-0.00986207	-0.006952095	0.0029542	-0.000963558	0.005939771
0.00768448	0.00386874	0.01579574	0.010581451	-0.000487092	0.00490514	0.011867032	0.020703982	0.015734981	0.027931006	-0.004241728	0.003239104	0	0.006119162	-0.028096424	-0.02376379	0.020397528	0.011826225	0.023580744	0.010196994	0.016381879	0.027189735	0.003482089	0.013163023	0.014526025	0.006640341
-0.009427888	0.000793883	-0.013145729	-0.018749377	-0.009669006	-0.003269165	0.006393798	-0.019312775	0.005189626	0.022627576	-0.010511869	-0.013582932	-0.007463384	-0.019812197	0.022329393	0.007039	0.010708923	0.005680132	-0.055556744	-0.012408308	-0.011616183	0.006485033	-0.00789792	-0.021522071	-0.00126763	-0.017913458
0.011509247	-0.013249125	0.002831526	0.011354135	-0.000492065	0.003592884	0.023129294	0.012453304	0.029266319	0.022126877	0.006223613	0.009217146	0.013904488	-0.006241988	0.006812072	0	-0.001332895	-0.016788409	-0.000970403	0.020248752	0.002389858	-0.011864159	-0.002400075	-0.005741541	0.015900205	0.000641505
0.001215974	-0.003917323	0.006763129	0.006775894	0.020219934	0.003470778	0.018895347	0.010950913	0.016535419	0.055514277	0.007033295	0.010528327	-0.001144014	-0.002089351	0.009701803	0.014815686	0.034078234	0.008976721	-0.00525651	0.002167036	0.006026814	0.03229365	0.005162253	0.003828633	0.015803786	0.016536311
0.004144734	0.008119697	-0.002812414	0.007591458	0.015851036	-0.011979638	-0.019984695	0.015523339	-0.006529461	0.015851833	0	0.004878105	0.006407184	0.003561563	-0.007094265	0.031698515	-0.010362141	0.000711024	0.002631709	-0.003556407	0.01595681	0.010610179	0.004037444	0.01894235	-0.001076996	0.00461507
0.003959796	-0.016809351	-0.002067476	-0.001784671	0.014259021	-0.00925122	0.008422382	0	-0.019842691	0.01128675	-0.006805641	0.002220445	-0.010112199	0.021826985	0.001040641	-0.003425286	-0.001826034	-0.000711024	0	0.001389372	-0.027174082	-0.021558786	-0.00311841	-0.001876564	-0.004164016	0.011652233
-0.009320503	-0.017718233	-0.018227199	-0.018274999	-0.017885552	0.011985301	-0.010036799	-0.010772518	-0.015621756	-0.016451178	-0.013376881	-0.011016023	-0.007985845	-0.001320291	0.000691977	-0.019488047	0.001826034	0.003204722	-0.034966173	-0.021666564	0.008007492	-0.044740299	-0.014434003	-0.02035769	-0.04278247	-0.034729366
0.111849604	-0.001347889	-0.012726743	-0.003393242	0.021389614	-0.014864302	-0.017621601	-0.028850399	-0.02724178	-0.005467633	-0.011135068	-0.014404004	-0.008139944	-0.015736918	-0.010274359	-0.00805104	-0.013631216	-0.031824351	-0.011048716	-0.02296271	-0.013005784	0.000704598	-0.016917697	-0.013364238	-0.019544062	-0.043780246
